위도,경도,index,대지위치,총주차대수(대)
36.51879,127.25226,,,
36.51879,127.25226,,,
36.5147,127.25062,,,
36.5147,127.25062,,,
36.51045,127.2498,,,
36.51045,127.2498,,,
36.51045,127.2498,,,
36.51182,127.24733,,,
36.51182,127.24733,,,
36.51182,127.24733,,,
36.51182,127.24733,,,
36.51182,127.24733,,,
36.51182,127.24733,,,
36.51163,127.24741,,,
36.51163,127.24741,,,
36.51163,127.24741,,,
36.51163,127.24741,,,
36.51163,127.24741,,,
36.51163,127.24741,,,
36.508387,127.249967,,,
36.508387,127.249967,,,
36.508387,127.249967,,,
36.512503,127.250412,,,
36.512503,127.250412,,,
36.515358,127.25115,,,
36.515358,127.25115,,,
36.518543,127.252475,,,
36.518543,127.252475,,,
36.507832,127.249087,,,
36.507317,127.250502,,,
36.507317,127.250502,,,
36.518782,127.244467,,,
36.518782,127.244467,,,
36.518782,127.244467,,,
36.518782,127.244467,,,
36.519002,127.244555,,,
36.519002,127.244555,,,
36.519002,127.244555,,,
36.519002,127.244555,,,
36.518988,127.2489,,,
36.518988,127.2489,,,
36.518988,127.2489,,,
36.518988,127.2489,,,
36.518988,127.2489,,,
36.519097,127.248368,,,
36.519097,127.248368,,,
36.519097,127.248368,,,
36.519097,127.248368,,,
36.519097,127.248368,,,
36.512102,127.24235,,,
36.512102,127.24235,,,
36.508985,127.24217,,,
36.508725,127.24302,,,
36.511893,127.242333,,,
36.511893,127.242333,,,
36.511387,127.241627,,,
36.511387,127.241627,,,
36.513605,127.241697,,,
36.516698,127.241865,,,
36.5194139,127.2425177,,,
36.5277062,127.2486542,,,
36.52745721,127.2488161,,,
36.52746159,127.248924,,,
36.52739476,127.2489866,,,
36.52731134,127.2490204,,,
36.52748539,127.2490086,,,
36.52771494,127.2491071,,,
36.51756256,127.2416462,,,
36.50901778,127.2416132,,,
36.50871154,127.2417353,,,
36.50899625,127.2417369,,,
36.50889726,127.2427613,,,
36.50894856,127.2428253,,,
36.50891686,127.2430142,,,
36.50831199,127.2454286,,,
36.50855031,127.2455106,,,
36.50858339,127.245632,,,
36.50856158,127.2458152,,,
36.50848328,127.2459332,,,
36.50823865,127.2458462,,,
36.50775609,127.2495588,,,
36.50774756,127.249559,,,
36.50751041,127.2495572,,,
36.50777273,127.2496456,,,
36.50773002,127.2499056,,,
36.50766098,127.2500431,,,
36.50741314,127.2500611,,,
36.50734254,127.2515625,,,
36.50731226,127.2517847,,,
36.51936612,127.2531876,,,
36.51936619,127.2533181,,,
36.5251944,127.2610632,,,
36.52543187,127.2612115,,,
36.52615432,127.2566614,,,
36.52639934,127.2567089,,,
36.52633726,127.2524808,,,
36.52659518,127.2525245,,,
36.51950385,127.2429657,,,
36.5195068,127.2431311,,,
36.51930387,127.2428157,,,
36.51927969,127.2427361,,,
36.51918447,127.2428003,,,
36.51942732,127.2429904,,,
36.51748746,127.2418854,,,
36.51716614,127.2417732,,,
36.51527756,127.2416168,,,
36.51514294,127.2417118,,,
36.51494559,127.241729,,,
36.5148876,127.2416629,,,
36.51288223,127.2416947,,,
36.51278206,127.2417115,,,
36.51221402,127.2416625,,,
36.51210278,127.2417169,,,
36.51187553,127.2417096,,,
36.51182191,127.2416418,,,
36.51084902,127.2415779,,,
36.5107514,127.241583,,,
36.51163923,127.2517986,,,
36.51139471,127.2517721,,,
36.51167884,127.2514981,,,
36.51142013,127.2515034,,,
36.51143014,127.2518132,,,
36.51163159,127.2518443,,,
36.51163915,127.2513968,,,
36.51145719,127.2513829,,,
36.51168978,127.2502951,,,
36.51150211,127.2502603,,,
36.51175872,127.2501972,,,
36.51172315,127.2498962,,,
36.51176501,127.2499663,,,
36.51153123,127.2498354,,,
36.51145099,127.2499588,,,
36.51145456,127.2501676,,,
36.51176804,127.2484418,,,
36.51160541,127.2484496,,,
36.51158401,127.2483327,,,
36.51157787,127.2481917,,,
36.51161158,127.2480545,,,
36.51178877,127.2480463,,,
36.51180829,127.2481609,,,
36.5117976,127.2483744,,,
36.51190257,127.2463615,,,
36.51172742,127.2463774,,,
36.51188743,127.2460187,,,
36.51172018,127.2460418,,,
36.51165305,127.2461052,,,
36.51164959,127.2463136,,,
36.51194436,127.2460629,,,
36.51197587,127.2462595,,,
36.51196465,127.244013,,,
36.51182169,127.2440394,,,
36.5117908,127.2439792,,,
36.511778,127.2438311,,,
36.51182619,127.2436823,,,
36.51200392,127.2436284,,,
36.51203356,127.24369,,,
36.51202424,127.2438609,,,
36.51179019,127.2430991,,,
36.51180784,127.2429299,,,
36.50862792,127.2496299,,,
36.50865962,127.2498497,,,
36.51006366,127.2462292,,,
36.51005089,127.2463367,,,
36.51021937,127.2462481,,,
36.51021361,127.2463635,,,
36.51257937,127.2459806,,,
36.5125882,127.2460952,,,
36.51364331,127.2458157,,,
36.5136561,127.245971,,,
36.51407953,127.2457878,,,
36.51409362,127.245949,,,
36.51474456,127.2456347,,,
36.51474966,127.2457749,,,
36.5148223,127.2455624,,,
36.51498248,127.2455209,,,
36.51507738,127.245551,,,
36.51506808,127.2457028,,,
36.515756,127.2454306,,,
36.51575457,127.245636,,,
36.51580677,127.2453994,,,
36.51594203,127.2453579,,,
36.51598639,127.2454271,,,
36.51595456,127.2456329,,,
36.51580047,127.2456847,,,
36.51594487,127.245668,,,
36.51739048,127.2455495,,,
36.51740448,127.2457295,,,
36.51764364,127.2455605,,,
36.51762802,127.2457372,,,
36.51880636,127.2455451,,,
36.51863572,127.2455442,,,
36.51856477,127.2455873,,,
36.51857776,127.2457576,,,
36.51859746,127.2458313,,,
36.51881558,127.2458727,,,
36.51887689,127.2456606,,,
36.51887882,127.2457941,,,
36.52049064,127.2466842,,,
36.52043321,127.2467427,,,
36.52046451,127.2468053,,,
36.52052981,127.2469003,,,
36.52058688,127.2469464,,,
36.52064657,127.2468662,,,
36.52195068,127.2492305,,,
36.52187379,127.2491842,,,
36.52184583,127.2492445,,,
36.52182123,127.2494,,,
36.52182664,127.2494603,,,
36.52189905,127.2494761,,,
36.52161021,127.2510429,,,
36.52151054,127.2510103,,,
36.52150688,127.2510621,,,
36.52146404,127.2512397,,,
36.52146747,127.2512942,,,
36.52154537,127.2513006,,,
36.5206259,127.2521891,,,
36.52064036,127.2522974,,,
36.52056691,127.2523468,,,
36.52049263,127.2523425,,,
36.51965391,127.2522433,,,
36.51965452,127.2524229,,,
36.51959159,127.2521639,,,
36.51943817,127.2521556,,,
36.51938193,127.2522771,,,
36.51935337,127.2525183,,,
36.51943654,127.2525904,,,
36.5196172,127.2525643,,,
36.51961277,127.2531561,,,
36.51960432,127.2533011,,,
36.51807821,127.2520416,,,
36.51803257,127.2522746,,,
36.5178468,127.2522655,,,
36.51794543,127.2523152,,,
36.51765144,127.252108,,,
36.51771852,127.2518954,,,
36.51613321,127.251168,,,
36.51605837,127.251385,,,
36.51506569,127.2507738,,,
36.51505275,127.2509783,,,
36.51400886,127.2504331,,,
36.51398351,127.2506293,,,
36.51361315,127.2503559,,,
36.5135674,127.2505975,,,
36.51239711,127.2501541,,,
36.51237665,127.2503357,,,
36.50966078,127.2496911,,,
36.50963639,127.2499285,,,
36.50958139,127.2499657,,,
36.50946994,127.2499567,,,
36.50909809,127.2511117,,,
36.50900697,127.2511079,,,
36.5086722,127.2510997,,,
36.50858376,127.2511034,,,
36.50826141,127.2511179,,,
36.50816714,127.2511161,,,
36.51846829,127.2526869,,,
36.51844493,127.2528197,,,
36.51657168,127.2520523,,,
36.51659578,127.2519106,,,
36.51652362,127.2513483,,,
36.51644985,127.2515727,,,
36.5206993,127.2592427,,,
36.5209604,127.2537754,1260,세종특별자치시  아름동 1137번지,16.0
36.5123219,127.2484296,1298,세종특별자치시  아름동 1287번지,54.0
36.5118977,127.2498078,1299,세종특별자치시  아름동 1292번지,408.0
