위도,경도,index,대지위치,총주차대수(대)
36.491228,127.24981,,,
36.491228,127.24981,,,
36.491228,127.24981,,,
36.491228,127.24981,,,
36.491228,127.24981,,,
36.491228,127.24981,,,
36.498607,127.24896,,,
36.498607,127.24896,,,
36.498607,127.24896,,,
36.498607,127.24896,,,
36.498607,127.24896,,,
36.498607,127.24896,,,
36.495505,127.249035,,,
36.495505,127.249035,,,
36.495505,127.249035,,,
36.495505,127.249035,,,
36.495505,127.249035,,,
36.495505,127.249035,,,
36.495505,127.249035,,,
36.49434,127.248798,,,
36.49434,127.248798,,,
36.49434,127.248798,,,
36.49434,127.248798,,,
36.49434,127.248798,,,
36.49434,127.248798,,,
36.49434,127.248798,,,
36.49861,127.249178,,,
36.49861,127.249178,,,
36.49861,127.249178,,,
36.49861,127.249178,,,
36.49861,127.249178,,,
36.49861,127.249178,,,
36.493712,127.247725,,,
36.493628,127.248183,,,
36.491552,127.24948,,,
36.491552,127.24948,,,
36.491552,127.24948,,,
36.491552,127.24948,,,
36.491552,127.24948,,,
36.492977,127.243043,,,
36.492792,127.243123,,,
36.496053,127.242057,,,
36.496175,127.241833,,,
36.495893,127.247367,,,
36.496055,127.247255,,,
36.49950449,127.2406888,,,
36.49925119,127.2450299,,,
36.49925433,127.2448295,,,
36.49901457,127.2488953,,,
36.498954,127.248985,,,
36.49892489,127.2492672,,,
36.49442745,127.2561991,,,
36.49426431,127.2561644,,,
36.49258655,127.2552646,,,
36.49243886,127.2552365,,,
36.49120742,127.2542923,,,
36.49119499,127.2541688,,,
36.49084612,127.249643,,,
36.49086264,127.249865,,,
36.49039852,127.2467534,,,
36.49035066,127.2466214,,,
36.49182512,127.2404709,,,
36.49187958,127.240589,,,
36.49198801,127.2405745,,,
36.49209401,127.2405003,,,
36.4985501,127.2332455,,,
36.49868492,127.233334,,,
36.49865598,127.2334624,,,
36.49860493,127.2335893,,,
36.49854414,127.2336839,,,
36.49841777,127.2336077,,,
36.49894878,127.2336737,,,
36.49882583,127.2335722,,,
36.49892348,127.2336304,,,
36.49892244,127.2337584,,,
36.49885536,127.2337768,,,
36.4987768,127.2337271,,,
36.49903167,127.2356311,,,
36.4989501,127.2355548,,,
36.49887395,127.2355294,,,
36.49881642,127.2356379,,,
36.49829106,127.2349647,,,
36.49828817,127.2349013,,,
36.49820911,127.2348447,,,
36.49824037,127.2350744,,,
36.49803651,127.2346965,,,
36.49796417,127.2347959,,,
36.49787361,127.2349074,,,
36.49777003,127.2348254,,,
36.4978885,127.23506,,,
36.49778924,127.2352186,,,
36.49769472,127.2351918,,,
36.49760443,127.2350934,,,
36.49763728,127.2354004,,,
36.49758953,127.235494,,,
36.49788424,127.235653,,,
36.49785024,127.23572,,,
36.49781705,127.2357322,,,
36.49776366,127.2356704,,,
36.49869203,127.2358185,,,
36.49864185,127.2360956,,,
36.4987581,127.2358252,,,
36.49887898,127.2358925,,,
36.49890124,127.2359899,,,
36.49885212,127.2361618,,,
36.49870959,127.2361471,,,
36.4985879,127.2359847,,,
