대여소 번호,대여소 아이디,대여소 이름,사용유무,주소(구),주소(동),상세주소,위도,경도,권역,지오펜스 거리,등록일,수정일
590,SJ_00590,나성동_나릿재303동 앞,Y,세종,나성동,세종특별자치시 나성동 372-2,127.261328,36.488689,2,30,2021-09-30 14:51:37,2021-09-30 14:51:37
591,SJ_00591,나성동_리치먼드시티 앞,Y,세종,나성동,세종특별자치시 나성동 756,127.256584,36.492734,2,40,2021-09-30 15:35:32,2022-02-19 17:04:30
600,SJ_00600,어진동_한뜰마을601동 앞,Y,세종,어진동,세종특별자치시 어진동 673,127.259026,36.495499,1,30,2021-10-21 14:13:06,2021-10-21 14:13:06
601,SJ_00601,어진동_한뜰마을604동앞,Y,세종,어진동,세종특별자치시 어진동 755,127.261280,36.494068,1,30,2021-10-27 14:44:35,2021-10-27 16:10:43
602,SJ_00602,어진동_해수부_기재부 로터리,Y,세종,어진동,세종특별자치시 어진동 715,127.264983,36.505644,1,30,2021-12-03 16:52:21,2021-12-27 17:32:22
603,SJ_00603,연기면_국립수목원연구동 앞 정류장,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 912-2,127.289834,36.497709,1,30,2021-12-03 17:07:13,2021-12-03 17:07:13
604,SJ_00604,조치원_홈플러스 정문,Y,세종,조치원읍 번암리,세종특별자치시 조치원읍 번암리 53-2,127.297101,36.586551,1,30,2021-12-03 17:09:35,2021-12-03 17:10:15
605,SJ_00605,소담동_한국보건사회연구원 대로변쪽,Y,세종,소담동,세종특별자치시 소담동 831,127.306277,36.495141,3,30,2021-12-03 17:20:42,2021-12-03 17:20:42
606,SJ_00606,보람동_호려울 1010동 앞,Y,세종,보람동,세종특별자치시 보람동 702,127.295203,36.481535,3,15,2021-12-04 12:23:30,2021-12-04 12:24:22
607,SJ_00607,보람동_호려울 911동 앞,Y,세종,보람동,세종특별자치시 보람동 774,127.295035,36.481002,3,30,2021-12-04 12:33:04,2021-12-04 12:34:58
608,SJ_00608,집현동_새나루마을 1207동,Y,세종,집현동,세종특별자치시 집현동 418-1,127.325863,36.501811,4,15,2021-12-04 12:50:33,2021-12-04 12:51:21
609,SJ_00609,집현동_새나루마을1단지 정문앞 로터리,Y,세종,집현동,세종특별자치시 집현동 883-148,127.320032,36.485520,4,15,2021-12-04 12:59:18,2021-12-27 18:43:50
610,SJ_00610,대평동_세종고속시외버스터미널,Y,세종,대평동,세종특별자치시 대평동 269-52,127.273774,36.469257,3,15,2021-12-04 13:15:11,2021-12-04 13:16:01
611,SJ_00611,고운동_세종중앙타워,Y,세종,고운동,세종특별자치시 고운동 2094,127.241216,36.511640,1,40,2021-12-05 10:26:04,2022-04-19 08:39:19
612,SJ_00612,고운동_고운프라자,Y,세종,고운동,세종특별자치시 고운동 1370,127.234530,36.519433,1,25,2021-12-05 10:45:43,2021-12-05 10:48:04
613,SJ_00613,고운동_가락2005동 앞,Y,세종,고운동,세종특별자치시 고운동 1397,127.241390,36.516053,1,25,2021-12-05 10:56:58,2021-12-05 10:56:58
614,SJ_00614,집현동_새나루마을 309동 앞 로터리,Y,세종,집현동,세종특별자치시 집현동 883-56,127.321606,36.490739,4,25,2021-12-15 15:43:33,2021-12-27 18:40:17
615,SJ_00615,집현동_새나루마을 402동 앞,Y,세종,집현동,세종특별자치시 집현동 883-270,127.321039,36.493527,4,25,2021-12-15 15:48:38,2021-12-27 18:40:49
616,SJ_00616,집현동_새나루마을 401동 앞 로터리,Y,세종,집현동,세종특별자치시 집현동 785-57,127.322201,36.493163,4,25,2021-12-15 15:52:32,2021-12-27 18:27:23
617,SJ_00617,집현동_새나루마을2단지 입구,Y,세종,집현동,세종특별자치시 집현동 883-82,127.322089,36.488489,4,35,2021-12-15 15:59:23,2022-04-05 15:48:03
618,SJ_00618,소담동 _농림수산식품교육문화정보원,Y,세종,반곡동,세종특별자치시 반곡동 772-3,127.305279,36.492846,3,25,2021-12-27 13:39:19,2022-02-04 21:48:00
619,SJ_00619,반곡동_수루배 207동앞,Y,세종,반곡동,세종특별자치시 반곡동 358,127.310773,36.494962,4,25,2021-12-27 13:47:57,2021-12-27 13:49:04
620,SJ_00620,집현동_새나루 1103동 앞,Y,세종,집현동,세종특별자치시 집현동 885-1,127.322671,36.496736,4,25,2021-12-27 13:58:17,2021-12-27 13:58:17
622,SJ_00622,어진동_과기부(블랙야크 앞 정류장),Y,세종,어진동,세종특별자치시 어진동 666,127.260384,36.497497,1,20,2021-12-27 14:38:04,2021-12-27 16:12:27
623,SJ_00623,연기면_전월산 무궁화 테마공원,Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 633-1,127.287767,36.513758,1,30,2021-12-27 14:39:58,2021-12-27 15:58:03
624,SJ_00624,아름동_세종국제고_과학영재고 사이,Y,세종,아름동,세종특별자치시 아름동 1463,127.248088,36.521610,1,30,2021-12-27 14:42:09,2022-08-29 15:48:51
625,SJ_00625,도담동_해밀1단지 건너편 버스정류장,Y,세종,도담동,세종특별자치시 도담동 409,127.263136,36.524612,1,30,2021-12-27 14:43:59,2022-01-19 12:06:50
626,SJ_00626,어진동_정부세종청사2_우체국사거리,Y,세종,어진동,세종특별자치시 어진동 582,127.261847,36.499833,1,20,2021-12-27 14:47:14,2021-12-27 15:55:16
627,SJ_00627,종촌동_소망교회 옆,Y,세종,종촌동,세종특별자치시 종촌동 676,127.249105,36.502287,1,30,2021-12-27 14:51:02,2021-12-27 14:52:21
628,SJ_00628,금남면_세종성바오로성당,Y,세종,금남면 신촌리,세종특별자치시 금남면 신촌리 297-11,127.282449,36.468474,3,30,2022-02-03 10:42:15,2022-02-04 21:46:12
629,SJ_00629,보람동_보람초등학교 앞 정류장,Y,세종,보람동,세종특별자치시 보람동 773,127.292940,36.480135,3,25,2022-02-04 15:40:30,2022-02-04 15:44:44
630,SJ_00630,반곡동_국책 연구지원동 앞(정류장),Y,세종,반곡동,세종특별자치시 반곡동 736,127.303269,36.495420,3,30,2022-02-04 15:41:18,2022-02-04 21:44:54
631,SJ_00631,반곡동_국책연구단지 시외버스 정류장,Y,세종,반곡동,세종특별자치시 반곡동 713,127.305612,36.495824,3,40,2022-02-04 15:43:42,2022-05-28 11:13:11
632,SJ_00632,집현동_새나루 1단지 앞,Y,세종,집현동,세종특별자치시 집현동 0,127.320500,36.485792,4,20,2022-02-04 17:31:58,2022-02-04 19:36:44
633,SJ_00633,집현동_새나루1109동 앞,Y,세종,집현동,세종특별자치시 집현동 889,127.323865,36.497535,4,25,2022-02-04 17:44:56,2022-02-04 21:42:56
634,SJ_00634,집현동_새나루11단지앞 BRT정류장,Y,세종,집현동,세종특별자치시 집현동 885-1,127.321965,36.497709,4,25,2022-02-04 16:34:58,2022-02-04 21:57:46
635,SJ_00635,집현동_산학연클러스터앞 BRT정류장,Y,세종,집현동,세종특별자치시 집현동 396,127.328582,36.500740,4,25,2022-02-04 16:40:35,2022-02-04 21:59:33
637,SJ_00637,집현동_새나루 906동 앞,Y,세종,집현동,세종특별자치시 집현동 산 180,127.324530,36.491178,4,25,2022-02-04 17:53:22,2022-02-04 21:41:48
638,SJ_00638,집현동_새나루 9단지 버스정류장,Y,세종,집현동,세종특별자치시 집현동 785-548,127.324919,36.492476,4,25,2022-02-04 17:56:01,2022-02-04 20:03:53
639,SJ_00639,집현동_새나루 901동앞 로터리,Y,세종,집현동,세종특별자치시 집현동 785-57,127.322704,36.493180,4,25,2022-02-04 17:58:00,2022-05-30 21:52:29
640,SJ_00640,아름동_아카데미타워,Y,세종,아름동,세종특별자치시 아름동 1318,127.243292,36.512070,1,20,2022-02-04 18:00:35,2022-02-04 20:52:17
641,SJ_00641,집현동_BRT정류장(시청 방면),Y,세종,집현동,세종특별자치시 집현동 370,127.328434,36.501578,4,25,2022-02-04 20:13:25,2022-02-04 22:07:00
645,SJ_00645,집현동_11단지 1106앞,Y,세종,집현동,세종특별자치시 집현동 995-3,127.325279,36.496456,4,30,2022-02-05 13:52:51,2022-02-05 13:52:51
646,SJ_00646,보람동_금강보행교 남측(좌),Y,세종,보람동,세종특별자치시 보람동 627-6,127.287577,36.480599,3,40,2022-03-21 14:55:44,2022-03-21 15:08:04
647,SJ_00647,보람동_금강보행교 남측(우),Y,세종,보람동,세종특별자치시 보람동 626-7,127.288400,36.480947,3,40,2022-03-21 14:57:54,2022-03-21 15:07:37
648,SJ_00648,연기면 금강보행교북측(좌),Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 114-400,127.283330,36.486524,1,30,2022-03-22 13:31:18,2022-03-22 13:32:43
649,SJ_00649,연기면 금강보행교 북측(우),Y,세종,연기면 세종리,세종특별자치시 연기면 세종리 735-487,127.283304,36.486074,1,30,2022-03-22 13:36:00,2022-03-22 13:36:00
650,SJ_00650,나성동_메가박스 건물 앞,Y,세종,나성동,세종특별자치시 나성동 821,127.263397,36.483728,1,30,2022-05-31 13:47:12,2022-05-31 13:54:27
651,SJ_00651,도담동_양지고등학교 정문 앞,N,세종,도담동,세종특별자치시 도담동 895,127.267784,36.509530,1,30,2022-05-31 13:51:02,2022-06-23 13:11:47
652,SJ_00652,해밀동_해밀동 복합커뮤니티센터 앞,Y,세종,해밀동,세종특별자치시 해밀동 339-3,127.267659,36.527004,6,30,2022-05-31 13:53:56,2022-05-31 15:12:34
653,SJ_00653,도담동_도램마을 9단지 정류장BRT,N,세종,도담동,세종특별자치시 도담동 855,127.261637,36.509061,1,30,2022-05-31 13:56:46,2022-06-23 13:02:17
654,SJ_00654,아름동_범지기 1023동 버스정류장,Y,세종,아름동,세종특별자치시 아름동 1277,127.249473,36.519095,1,30,2022-05-31 13:58:50,2022-05-31 13:58:50
655,SJ_00655,다정동_가온7단지 정문 버스정류장,Y,세종,다정동,세종특별자치시 다정동 965,127.249781,36.491616,2,30,2022-05-31 14:00:26,2022-05-31 14:00:26
656,SJ_00656,어진동_세종경찰기동대 인근,Y,세종,어진동,세종특별자치시 어진동 627,127.266879,36.503281,1,30,2022-05-31 14:03:12,2022-05-31 14:56:38
657,SJ_00657,집현동_새나루1단지 후문(118동),Y,세종,반곡동,세종특별자치시 반곡동 산 74,127.317184,36.483881,4,30,2022-05-31 14:05:50,2022-05-31 14:05:50
659,SJ_00659,나성동_포드자동차 앞,Y,세종,나성동,세종특별자치시 나성동 752,127.259176,36.484292,2,30,2022-05-31 14:09:10,2022-05-31 14:09:10
660,SJ_00660,어진동_한뜰406동 앞 버스정류장,Y,세종,어진동,세종특별자치시 어진동 520,127.254920,36.499012,1,30,2022-05-31 14:25:02,2022-05-31 14:25:02
661,SJ_00661,어진동_한뜰401동 앞,Y,세종,어진동,세종특별자치시 어진동 520,127.255611,36.501082,1,30,2022-05-31 14:26:39,2022-07-22 14:33:06
662,SJ_00662,집현동_새나루마을 803동 로터리,Y,세종,집현동,세종특별자치시 집현동 785-94,127.323787,36.489735,4,25,2022-07-29 14:11:12,2022-07-29 18:59:20
900,SM_00001,삼미,N,세종,가산동,서울특별시 금천구 가산동,126.880623,37.484362,1,200,2018-10-12 12:51:30,2018-10-12 12:52:23
990,DJ_00001,두드림,N,세종,장대동,대전 유성구 장대동 336-3,127.337299,36.363496,0,70,2018-06-28 13:25:49,2020-10-14 13:12:06
999,SJ-00000,공영자전거 어울링센터,Y,세종,도담동,세종특별자치시 도담동 654,127.261054,36.515821,1,30,2018-08-20 15:59:05,2021-08-04 16:02:06
